application_id,channel,region,application_date,sla_breach_flag,op_risk_event_flag,fraud_flag,data_entry_error_flag,kyc_issue_flag,booked_flag,ever_30dpd_6m,app_year_month
10317,Branch,Metro,2023-02-12,0,0,0,0,1,1,0,2023-02
10318,Mobile,East,2023-11-15,1,0,0,0,0,1,1,2023-11
10319,DSA,Metro,2023-06-03,1,0,0,1,0,1,0,2023-06
10320,Mobile,East,2023-07-21,0,0,0,0,0,1,0,2023-07
10321,Online,West,2023-10-08,0,0,0,0,0,1,0,2023-10
10322,Branch,South,2023-03-30,0,0,0,0,0,0,0,2023-03
10323,Branch,West,2023-04-17,1,0,0,0,0,1,0,2023-04
10324,DSA,South,2023-05-12,0,1,0,0,0,1,0,2023-05
10325,Branch,North,2023-12-04,1,0,0,0,0,0,0,2023-12
10326,Branch,West,2023-03-01,0,0,0,0,0,0,0,2023-03
10327,Mobile,North,2023-10-26,0,0,0,0,0,1,0,2023-10
10328,Branch,South,2023-03-13,0,0,0,1,0,1,0,2023-03
10329,Branch,East,2023-09-20,0,0,0,0,0,1,0,2023-09
10330,Branch,West,2023-05-29,1,0,0,0,0,1,0,2023-05
10331,DSA,West,2023-01-02,0,0,0,0,0,1,1,2023-01
10332,DSA,East,2023-02-01,0,0,0,0,0,1,0,2023-02
10333,Mobile,East,2023-07-24,0,0,0,0,0,0,1,2023-07
10334,Branch,Metro,2023-01-29,0,0,0,0,0,1,0,2023-01
10335,DSA,Metro,2023-05-13,0,0,0,0,0,1,0,2023-05
10336,DSA,South,2023-04-28,0,0,0,0,0,0,0,2023-04
10337,Mobile,West,2023-12-12,0,0,0,0,0,1,0,2023-12
10338,Online,East,2023-12-18,1,0,0,0,0,1,0,2023-12
10339,Branch,East,2023-04-22,0,1,0,0,0,1,0,2023-04
10340,DSA,North,2023-01-17,0,1,0,0,0,1,0,2023-01
10341,Mobile,Metro,2023-07-26,0,0,0,0,0,1,0,2023-07
10342,Mobile,North,2023-08-27,1,0,0,1,0,1,0,2023-08
10343,Mobile,East,2023-07-20,0,0,0,0,0,1,0,2023-07
10344,DSA,West,2023-10-16,0,0,0,0,0,1,0,2023-10
10345,Branch,West,2023-09-23,0,0,0,0,0,0,0,2023-09
10346,Online,North,2023-06-24,0,0,0,0,0,1,0,2023-06
10347,Branch,Metro,2023-12-29,0,0,0,0,0,1,0,2023-12
10348,Mobile,South,2023-05-09,0,0,1,0,0,1,0,2023-05
10349,Mobile,West,2023-02-09,0,0,0,0,0,1,0,2023-02
10350,Online,South,2023-03-14,0,0,0,1,0,1,0,2023-03
10351,Branch,Metro,2023-01-22,0,0,0,0,0,0,0,2023-01
10352,Mobile,North,2023-01-26,1,0,0,0,1,1,0,2023-01
10353,Mobile,Metro,2023-10-18,0,0,0,0,0,1,0,2023-10
10354,Branch,East,2023-02-02,0,0,0,0,0,1,0,2023-02
10355,Mobile,Metro,2023-01-10,0,0,0,0,0,1,0,2023-01
10356,Branch,North,2023-07-08,0,0,0,0,0,1,0,2023-07
10357,Mobile,North,2023-05-03,0,0,0,0,0,1,0,2023-05
10358,Branch,Metro,2023-07-15,0,0,0,0,0,0,0,2023-07
10359,Online,North,2023-12-05,0,0,0,0,0,1,0,2023-12
10360,Mobile,East,2023-05-15,0,0,0,1,1,1,0,2023-05
10361,Online,South,2023-05-20,0,1,0,0,0,0,0,2023-05
10362,Mobile,Metro,2023-04-01,0,0,0,0,0,1,0,2023-04
10363,Mobile,North,2023-10-10,0,0,0,0,0,1,0,2023-10
10364,DSA,South,2023-03-26,1,0,0,0,0,1,0,2023-03
10365,Branch,East,2023-11-06,1,0,0,0,0,1,0,2023-11
10366,Online,Metro,2023-12-05,0,0,0,0,0,1,0,2023-12
10367,Online,North,2023-04-25,0,0,0,0,0,1,0,2023-04
10368,Online,South,2023-01-07,0,0,0,0,0,1,0,2023-01
10369,Branch,East,2023-11-30,0,0,0,0,0,1,0,2023-11
10370,DSA,West,2023-07-20,0,0,0,0,0,1,0,2023-07
10371,Online,North,2023-02-06,0,0,0,0,0,1,0,2023-02
10372,Branch,East,2023-11-02,0,0,0,0,0,0,0,2023-11
10373,Mobile,South,2023-02-23,1,0,0,0,0,0,0,2023-02
10374,Online,Metro,2023-02-17,1,0,0,0,0,1,0,2023-02
10375,Online,South,2023-09-22,1,0,0,0,0,1,0,2023-09
10376,DSA,Metro,2023-06-29,0,0,0,0,0,1,0,2023-06
10377,Online,East,2023-08-23,0,0,0,0,0,1,0,2023-08
10378,Online,East,2023-01-30,0,0,0,0,0,1,0,2023-01
10379,Mobile,South,2023-11-30,1,0,0,0,0,1,0,2023-11
10380,Branch,South,2023-07-07,0,1,0,0,0,0,0,2023-07
10381,Branch,Metro,2023-09-16,0,0,0,0,1,1,0,2023-09
10382,DSA,North,2023-06-29,0,0,0,0,0,1,0,2023-06
10383,Mobile,South,2023-06-01,1,0,0,0,0,0,0,2023-06
10384,Branch,North,2023-06-05,0,0,0,0,0,1,0,2023-06
10385,Mobile,North,2023-06-16,0,0,0,0,0,1,0,2023-06
10386,Branch,North,2023-07-02,0,0,0,0,0,1,0,2023-07
10387,Mobile,East,2023-11-27,1,1,0,0,0,1,0,2023-11
10388,DSA,East,2023-07-28,0,0,0,0,0,1,0,2023-07
10389,Online,North,2023-03-23,0,1,0,0,0,1,0,2023-03
10390,DSA,North,2023-07-28,0,0,0,0,0,1,0,2023-07
10391,Branch,East,2023-06-02,0,0,0,0,0,1,0,2023-06
10392,DSA,Metro,2023-12-27,0,0,0,0,0,1,0,2023-12
10393,Online,West,2023-09-27,0,0,0,0,0,1,1,2023-09
10394,DSA,South,2023-09-24,0,1,0,0,0,1,0,2023-09
10395,Branch,North,2023-06-24,1,0,0,0,0,1,0,2023-06
10396,Branch,East,2023-10-10,0,0,0,0,0,1,0,2023-10
10397,DSA,North,2023-01-04,0,0,0,1,0,1,0,2023-01
10398,Online,North,2023-04-15,0,0,0,0,0,0,0,2023-04
10399,DSA,North,2023-10-17,0,0,0,0,0,1,0,2023-10
10400,Online,North,2023-03-12,0,0,0,0,0,1,0,2023-03
10401,Mobile,Metro,2023-10-01,0,1,0,0,1,1,0,2023-10
10402,Online,South,2023-01-19,1,0,0,0,0,0,0,2023-01
10403,Mobile,South,2023-05-23,0,0,0,0,0,0,0,2023-05
10404,DSA,East,2023-03-16,0,0,0,0,0,1,0,2023-03
10405,Online,Metro,2023-05-20,0,0,0,0,0,1,0,2023-05
10406,Mobile,Metro,2023-10-18,0,1,0,0,0,1,0,2023-10
10407,Mobile,South,2023-02-05,0,0,0,0,0,1,0,2023-02
10408,Mobile,East,2023-09-02,0,0,0,0,0,1,0,2023-09
10409,Branch,Metro,2023-08-30,0,0,0,0,1,1,0,2023-08
10410,DSA,East,2023-05-24,1,0,0,0,0,0,0,2023-05
10411,Mobile,South,2023-08-08,1,0,0,0,0,1,0,2023-08
10412,Online,North,2023-06-21,0,0,0,0,0,1,0,2023-06
10413,Mobile,Metro,2023-08-19,0,0,0,0,0,1,0,2023-08
10414,Branch,East,2023-10-27,1,0,0,0,0,0,0,2023-10
10415,DSA,North,2023-01-16,0,0,0,0,0,1,0,2023-01
10416,Branch,South,2023-12-02,1,0,0,0,0,0,0,2023-12
10417,Branch,West,2023-04-23,0,0,0,0,0,1,0,2023-04
10418,Branch,Metro,2023-03-25,0,0,0,0,0,0,0,2023-03
10419,Online,Metro,2023-01-09,1,0,0,0,0,0,0,2023-01
10420,DSA,East,2023-05-05,0,0,1,0,0,1,0,2023-05
10421,DSA,South,2023-02-15,0,0,0,0,0,1,0,2023-02
10422,Online,South,2023-08-11,0,1,0,0,0,0,0,2023-08
10423,DSA,Metro,2023-10-01,0,1,0,0,0,1,0,2023-10
10424,Branch,Metro,2023-08-02,0,0,0,0,0,1,0,2023-08
10425,DSA,East,2023-10-22,0,1,0,0,0,1,0,2023-10
10426,Online,East,2023-11-18,0,0,0,0,0,1,0,2023-11
10427,Branch,West,2023-05-02,1,0,0,0,0,1,0,2023-05
10428,Online,North,2023-11-19,1,0,0,0,0,0,0,2023-11
10429,Mobile,East,2023-12-14,1,0,0,0,0,1,0,2023-12
10430,Branch,North,2023-11-27,0,0,0,0,0,1,0,2023-11
10431,Branch,Metro,2023-03-15,1,1,0,0,0,1,0,2023-03
10432,DSA,West,2023-03-25,1,0,0,1,0,1,0,2023-03
10433,Branch,West,2023-04-05,0,0,0,0,0,1,0,2023-04
10434,Online,West,2023-02-20,0,0,0,0,0,0,0,2023-02
10435,DSA,South,2023-09-01,1,0,0,0,0,1,0,2023-09
10436,Mobile,Metro,2023-04-29,0,0,0,1,0,1,0,2023-04
10437,Online,South,2023-03-23,1,0,0,0,0,1,0,2023-03
10438,Mobile,South,2023-01-12,0,0,0,0,0,0,0,2023-01
10439,Mobile,West,2023-07-26,0,0,0,0,0,1,0,2023-07
10440,Mobile,South,2023-12-20,1,0,0,0,0,1,0,2023-12
10441,Branch,Metro,2023-02-14,1,0,0,0,0,1,1,2023-02
10442,Online,Metro,2023-04-02,0,1,0,0,0,1,0,2023-04
10443,Online,South,2023-07-11,0,1,0,0,0,1,0,2023-07
10444,Branch,Metro,2023-06-21,0,0,0,0,0,1,0,2023-06
10445,DSA,North,2023-09-28,0,1,0,0,0,1,0,2023-09
10446,Mobile,South,2023-08-15,0,0,0,0,0,1,0,2023-08
10447,Online,West,2023-03-16,1,0,0,0,0,0,0,2023-03
10448,Branch,West,2023-11-13,0,0,0,0,0,1,0,2023-11
10449,Mobile,Metro,2023-09-01,0,0,0,0,0,1,0,2023-09
10450,DSA,Metro,2023-03-30,0,0,0,0,1,1,0,2023-03
10451,DSA,West,2023-01-04,0,0,0,0,0,1,0,2023-01
10452,Mobile,North,2023-02-11,0,0,0,0,0,1,0,2023-02
10453,DSA,West,2023-08-02,0,0,0,0,0,1,0,2023-08
10454,Online,South,2023-06-01,0,1,1,0,0,1,0,2023-06
10455,Online,West,2023-01-19,0,0,0,0,0,1,0,2023-01
10456,Online,East,2023-02-10,0,0,1,0,0,1,0,2023-02
10457,DSA,North,2023-04-01,0,0,0,0,0,1,0,2023-04
10458,Online,North,2023-07-30,0,1,0,0,0,1,0,2023-07
10459,Branch,West,2023-12-27,0,0,0,0,0,1,1,2023-12
10460,Online,East,2023-05-21,0,0,0,0,0,1,0,2023-05
10461,Online,South,2023-03-07,0,0,0,1,0,1,0,2023-03
10462,DSA,West,2023-12-13,0,0,0,0,0,1,0,2023-12
10463,Online,South,2023-03-05,0,1,0,0,1,1,0,2023-03
10464,Mobile,East,2023-05-20,0,0,0,0,0,1,0,2023-05
10465,Branch,West,2023-01-29,1,0,0,0,0,1,0,2023-01
10466,DSA,West,2023-08-02,1,1,0,0,0,1,0,2023-08
10467,Branch,South,2023-10-13,0,0,0,0,0,0,0,2023-10
10468,Mobile,West,2023-03-14,0,1,0,0,0,1,0,2023-03
10469,DSA,East,2023-07-16,1,0,0,0,0,1,0,2023-07
10470,DSA,West,2023-04-10,1,0,0,0,0,1,0,2023-04
10471,Online,Metro,2023-01-13,0,0,0,0,0,1,0,2023-01
10472,Branch,East,2023-05-10,0,0,0,0,0,0,0,2023-05
10473,Mobile,North,2023-02-02,0,0,0,0,0,1,0,2023-02
10474,Mobile,South,2023-09-17,0,0,0,0,0,1,0,2023-09
10475,DSA,East,2023-03-15,0,0,0,0,0,1,0,2023-03
10476,Online,North,2023-12-19,1,0,0,0,0,1,0,2023-12
10477,DSA,North,2023-09-15,1,0,0,0,0,1,0,2023-09
10478,DSA,East,2023-05-05,0,0,0,0,0,1,0,2023-05
10479,DSA,North,2023-07-10,0,0,0,0,0,1,0,2023-07
10480,DSA,North,2023-09-25,1,0,0,0,0,1,0,2023-09
10481,Mobile,Metro,2023-05-24,1,0,0,1,0,1,0,2023-05
10482,Mobile,West,2023-03-01,1,0,1,0,0,1,0,2023-03
10483,DSA,Metro,2023-08-15,0,0,0,0,0,1,0,2023-08
10484,DSA,West,2023-11-25,1,0,0,0,0,0,0,2023-11
10485,Online,North,2023-05-11,0,0,0,0,0,1,0,2023-05
10486,DSA,West,2023-08-08,0,0,0,0,0,0,0,2023-08
10487,Mobile,Metro,2023-06-29,0,0,0,0,0,1,0,2023-06
10488,Branch,South,2023-01-16,0,1,0,0,0,1,0,2023-01
10489,Mobile,South,2023-07-30,0,0,0,0,0,1,0,2023-07
10490,Online,West,2023-08-18,1,0,0,0,0,1,0,2023-08
10491,Mobile,South,2023-06-23,0,0,0,0,0,0,0,2023-06
10492,Branch,East,2023-10-14,1,0,0,0,0,1,0,2023-10
10493,DSA,South,2023-01-01,0,0,0,0,0,1,1,2023-01
10494,Branch,West,2023-01-30,0,0,0,0,0,1,0,2023-01
10495,DSA,North,2023-01-16,0,0,0,0,0,1,0,2023-01
10496,DSA,Metro,2023-03-09,0,0,0,0,0,1,0,2023-03
10497,Mobile,South,2023-03-29,0,0,0,0,0,0,0,2023-03
10498,Mobile,West,2023-06-17,0,0,0,0,0,1,0,2023-06
10499,Mobile,Metro,2023-03-28,0,1,0,0,0,1,0,2023-03
10500,Online,East,2023-01-17,0,0,0,0,0,1,0,2023-01
10501,Mobile,North,2023-04-09,0,0,0,0,0,0,0,2023-04
10502,Online,Metro,2023-10-09,0,0,0,0,0,1,0,2023-10
10503,Mobile,Metro,2023-10-18,1,0,0,0,0,1,0,2023-10
10504,DSA,West,2023-11-24,0,0,0,0,0,1,0,2023-11
10505,Online,East,2023-09-02,0,0,0,0,0,1,0,2023-09
10506,Branch,South,2023-05-23,1,0,0,0,0,1,0,2023-05
10507,Online,East,2023-04-27,0,0,0,0,0,1,0,2023-04
10508,Online,North,2023-09-17,1,0,0,0,0,0,0,2023-09
10509,Branch,South,2023-10-08,0,0,0,0,0,1,0,2023-10
10510,Online,East,2023-05-16,0,0,0,0,0,1,0,2023-05
10511,DSA,North,2023-01-28,0,1,0,0,0,1,0,2023-01
10512,Mobile,Metro,2023-12-29,0,0,0,0,0,0,0,2023-12
10513,Branch,Metro,2023-01-06,1,0,0,0,0,1,0,2023-01
10514,Mobile,Metro,2023-11-07,0,0,0,0,0,1,0,2023-11
10515,DSA,Metro,2023-03-08,0,0,0,0,0,1,1,2023-03
10516,Branch,South,2023-06-29,0,0,0,0,0,1,0,2023-06
10517,Mobile,Metro,2023-07-20,1,0,0,0,0,1,0,2023-07
10518,Mobile,South,2023-02-09,0,0,0,0,0,1,0,2023-02
10519,DSA,South,2023-03-25,1,0,0,0,0,1,0,2023-03
10520,Mobile,East,2023-05-24,0,0,0,0,0,1,0,2023-05
10521,DSA,Metro,2023-03-15,0,0,0,0,0,1,0,2023-03
10522,Online,West,2023-03-19,0,0,0,0,0,0,0,2023-03
10523,DSA,Metro,2023-01-15,0,0,0,0,0,1,0,2023-01
10524,Online,West,2023-06-18,1,0,0,0,0,1,0,2023-06
10525,Branch,Metro,2023-12-12,0,0,0,0,0,1,0,2023-12
10526,Mobile,South,2023-01-10,0,0,0,0,0,1,0,2023-01
10527,DSA,Metro,2023-11-12,0,1,0,0,0,1,0,2023-11
10528,DSA,Metro,2023-10-20,0,0,0,0,0,1,0,2023-10
10529,Mobile,Metro,2023-09-13,0,1,0,0,0,1,0,2023-09
10530,Mobile,Metro,2023-09-27,0,0,0,0,0,1,0,2023-09
10531,Branch,East,2023-08-10,0,0,0,0,0,1,0,2023-08
10532,Branch,East,2023-06-07,0,0,0,0,0,0,0,2023-06
10533,DSA,South,2023-12-21,0,0,0,0,0,1,0,2023-12
10534,Branch,South,2023-08-11,0,0,0,0,0,1,0,2023-08
10535,Online,West,2023-04-12,0,0,0,0,0,1,0,2023-04
10536,Branch,South,2023-05-26,1,0,0,0,0,1,0,2023-05
10537,Branch,East,2023-11-23,1,1,0,1,0,1,0,2023-11
10538,DSA,South,2023-01-05,0,0,0,0,0,1,0,2023-01
10539,Online,West,2023-03-30,0,0,0,0,0,0,0,2023-03
10540,Branch,West,2023-09-29,0,0,0,0,1,0,0,2023-09
10541,Online,East,2023-07-26,1,0,1,0,0,1,0,2023-07
10542,Online,South,2023-12-06,0,0,0,0,1,1,0,2023-12
10543,Online,West,2023-02-10,1,0,0,0,0,1,0,2023-02
10544,Mobile,South,2023-07-07,0,0,0,0,0,1,0,2023-07
10545,Mobile,South,2023-03-27,0,0,0,0,0,1,0,2023-03
10546,Mobile,East,2023-10-10,0,0,0,0,0,1,0,2023-10
10547,Mobile,East,2023-09-25,0,1,0,0,0,1,0,2023-09
10548,DSA,South,2023-06-01,1,0,0,0,0,1,0,2023-06
10549,Branch,Metro,2023-06-03,0,0,0,0,0,1,0,2023-06
10550,Mobile,Metro,2023-12-20,0,0,0,0,0,1,0,2023-12
10551,DSA,North,2023-10-03,1,0,0,0,1,1,0,2023-10
10552,Branch,North,2023-07-19,0,0,0,0,0,1,0,2023-07
10553,Mobile,North,2023-06-27,1,1,0,0,0,1,0,2023-06
10554,Branch,East,2023-04-28,0,1,0,0,1,0,0,2023-04
10555,Mobile,South,2023-07-27,0,0,0,0,0,1,0,2023-07
10556,DSA,West,2023-06-11,0,0,0,0,0,1,0,2023-06
10557,Online,South,2023-04-30,0,1,0,0,0,1,0,2023-04
10558,Online,South,2023-04-06,0,0,0,0,0,1,0,2023-04
10559,Branch,North,2023-08-28,0,0,0,0,0,1,0,2023-08
10560,DSA,South,2023-10-13,1,0,0,0,0,1,0,2023-10
10561,Online,North,2023-05-24,0,0,0,0,0,1,0,2023-05
10562,Mobile,South,2023-06-25,0,0,0,0,0,1,0,2023-06
10563,Online,West,2023-07-01,1,0,0,0,0,1,0,2023-07
10564,Branch,Metro,2023-06-08,0,0,0,0,0,1,0,2023-06
10565,Branch,Metro,2023-06-11,0,0,0,0,0,0,0,2023-06
10566,DSA,East,2023-03-03,0,0,0,0,0,0,1,2023-03
10567,Branch,West,2023-07-27,0,0,0,0,0,0,0,2023-07
10568,Online,South,2023-03-29,1,0,0,1,0,1,0,2023-03
10569,Online,West,2023-05-24,0,0,0,0,0,1,0,2023-05
10570,Online,South,2023-12-01,0,1,0,0,0,1,1,2023-12
10571,Online,West,2023-01-31,0,0,0,0,0,0,0,2023-01
10572,DSA,West,2023-06-29,0,0,0,0,0,1,0,2023-06
10573,Mobile,Metro,2023-11-08,1,0,0,0,0,1,1,2023-11
10574,Mobile,West,2023-07-18,0,0,0,0,0,1,0,2023-07
10575,DSA,East,2023-10-27,0,0,0,0,0,1,0,2023-10
10576,Branch,South,2023-05-07,0,0,0,0,0,1,0,2023-05
10577,Mobile,North,2023-08-19,0,0,0,0,0,1,0,2023-08
10578,Branch,West,2023-04-26,0,0,0,0,0,0,0,2023-04
10579,Mobile,North,2023-10-07,0,0,0,0,0,1,0,2023-10
10580,Branch,Metro,2023-11-13,0,0,0,1,0,1,0,2023-11
10581,DSA,North,2023-09-11,0,0,0,0,0,0,0,2023-09
10582,Online,East,2023-04-26,0,0,0,0,0,1,0,2023-04
10583,Branch,East,2023-04-25,0,0,0,0,0,1,0,2023-04
10584,Online,Metro,2023-05-22,1,0,0,0,0,1,0,2023-05
10585,Branch,East,2023-10-17,0,0,0,0,0,1,0,2023-10
10586,Branch,South,2023-08-26,0,1,0,0,0,1,0,2023-08
10587,Branch,East,2023-10-03,0,0,0,0,0,1,0,2023-10
10588,Branch,West,2023-11-15,1,0,0,0,0,1,0,2023-11
10589,Branch,East,2023-03-19,1,0,0,0,0,1,0,2023-03
10590,Online,South,2023-12-04,1,0,0,0,0,1,0,2023-12
10591,Branch,Metro,2023-02-04,0,0,0,0,0,1,0,2023-02
10592,Online,East,2023-03-04,1,0,0,0,0,0,0,2023-03
10593,DSA,South,2023-12-03,0,0,0,0,0,1,0,2023-12
10594,Mobile,West,2023-06-25,0,0,0,0,0,1,0,2023-06
10595,Branch,North,2023-06-22,0,0,0,0,0,1,0,2023-06
10596,Mobile,North,2023-08-03,0,0,0,0,0,1,0,2023-08
10597,Online,Metro,2023-08-02,0,1,0,0,0,1,0,2023-08
10598,DSA,Metro,2023-01-31,0,0,0,0,0,1,0,2023-01
10599,DSA,North,2023-01-29,0,0,0,0,0,0,1,2023-01
10600,DSA,North,2023-10-08,0,0,0,0,0,1,0,2023-10
10601,Mobile,Metro,2023-08-12,0,0,0,0,0,1,0,2023-08
10602,Online,North,2023-08-11,1,0,0,0,0,1,0,2023-08
10603,Branch,East,2023-09-19,1,0,0,0,0,0,0,2023-09
10604,Branch,South,2023-02-06,0,0,0,0,0,1,0,2023-02
10605,Online,Metro,2023-05-25,0,0,0,0,0,1,0,2023-05
10606,Mobile,South,2023-10-14,0,0,0,1,0,1,0,2023-10
10607,Branch,West,2023-02-27,0,0,0,0,0,1,0,2023-02
10608,Online,West,2023-05-10,0,0,0,0,0,1,0,2023-05
10609,Branch,East,2023-09-20,0,0,0,0,0,0,0,2023-09
10610,DSA,West,2023-12-13,0,0,0,0,0,1,0,2023-12
10611,Branch,Metro,2023-05-30,1,0,0,0,0,1,0,2023-05
10612,Mobile,East,2023-01-04,0,0,0,0,0,1,1,2023-01
10613,Online,East,2023-10-28,0,0,0,0,0,0,0,2023-10
10614,Mobile,Metro,2023-03-26,0,0,0,0,0,0,0,2023-03
10615,Online,North,2023-04-09,0,1,0,0,0,1,0,2023-04
10616,DSA,South,2023-07-20,1,0,0,0,0,0,0,2023-07
10617,Online,Metro,2023-04-02,0,0,0,0,0,1,0,2023-04
10618,Branch,North,2023-05-18,0,0,0,0,0,1,0,2023-05
10619,Branch,North,2023-08-03,0,0,0,0,0,1,0,2023-08
10620,DSA,West,2023-06-01,0,1,0,1,0,0,0,2023-06
10621,Online,East,2023-11-09,1,1,0,0,0,1,0,2023-11
10622,DSA,East,2023-05-12,0,0,0,0,0,0,0,2023-05
10623,Branch,West,2023-12-03,0,1,0,0,0,1,0,2023-12
10624,Mobile,West,2023-06-25,0,0,0,0,0,1,0,2023-06
10625,DSA,East,2023-08-04,0,0,0,0,0,1,0,2023-08
10626,Mobile,Metro,2023-02-27,0,0,0,0,0,1,0,2023-02
10627,Mobile,Metro,2023-12-23,0,0,0,0,0,0,0,2023-12
10628,Online,Metro,2023-07-13,0,0,0,0,0,1,1,2023-07
10629,DSA,Metro,2023-10-23,0,0,0,0,0,1,0,2023-10
10630,Mobile,West,2023-02-17,0,0,0,0,0,1,0,2023-02
10631,Mobile,South,2023-06-30,0,0,0,0,0,1,0,2023-06
10632,Online,South,2023-09-19,0,0,0,0,0,1,0,2023-09
10633,Online,East,2023-09-04,1,0,0,0,0,1,0,2023-09
10634,Branch,South,2023-03-03,1,0,0,0,0,1,0,2023-03
10635,Mobile,Metro,2023-02-05,1,0,0,0,0,0,0,2023-02
10636,Branch,West,2023-10-04,0,0,0,0,0,1,0,2023-10
10637,Mobile,Metro,2023-06-02,0,0,0,0,0,1,0,2023-06
10638,Branch,North,2023-02-23,0,0,0,0,0,1,0,2023-02
10639,Online,West,2023-04-26,1,1,0,0,0,1,0,2023-04
10640,DSA,North,2023-01-27,0,0,0,0,0,1,0,2023-01
10641,Online,North,2023-03-19,0,0,0,0,0,1,0,2023-03
10642,Branch,East,2023-05-12,0,0,0,0,0,1,0,2023-05
10643,Branch,North,2023-04-20,0,0,0,0,0,1,0,2023-04
10644,DSA,South,2023-09-21,0,0,0,0,0,1,0,2023-09
10645,Mobile,South,2023-08-07,0,1,0,0,0,1,1,2023-08
10646,Branch,North,2023-05-06,1,0,0,0,0,1,0,2023-05
10647,Branch,East,2023-10-20,0,0,0,0,0,1,0,2023-10
10648,Branch,North,2023-05-11,0,0,0,1,0,1,0,2023-05
10649,DSA,West,2023-06-26,0,0,0,0,0,1,0,2023-06
10650,Online,West,2023-10-11,0,1,0,0,0,1,0,2023-10
10651,Branch,West,2023-04-12,0,0,0,0,0,1,0,2023-04
10652,DSA,West,2023-04-28,0,0,0,0,0,1,0,2023-04
10653,Branch,North,2023-08-03,0,0,0,0,0,1,0,2023-08
10654,Mobile,Metro,2023-12-05,0,1,0,0,0,1,0,2023-12
10655,DSA,Metro,2023-11-09,0,0,0,0,0,0,0,2023-11
10656,Branch,West,2023-05-21,0,0,0,0,0,1,0,2023-05
10657,DSA,East,2023-09-07,0,0,0,0,0,0,0,2023-09
10658,Branch,East,2023-06-18,1,0,0,0,0,1,0,2023-06
10659,Online,North,2023-04-24,0,0,0,0,0,1,0,2023-04
10660,Branch,Metro,2023-04-20,0,0,0,0,0,1,0,2023-04
10661,DSA,North,2023-11-24,0,0,0,0,0,0,0,2023-11
10662,Mobile,South,2023-06-06,0,0,0,0,0,0,0,2023-06
10663,Mobile,West,2023-11-02,0,0,0,0,0,0,0,2023-11
10664,Mobile,South,2023-02-19,0,0,0,0,0,1,0,2023-02
10665,Branch,South,2023-10-30,0,0,0,0,0,1,0,2023-10
10666,Online,East,2023-11-22,1,0,1,0,0,0,0,2023-11
10667,Branch,Metro,2023-02-25,0,0,1,0,0,1,0,2023-02
10668,Mobile,West,2023-05-25,0,0,0,0,0,1,0,2023-05
10669,DSA,North,2023-01-29,0,0,0,0,0,1,0,2023-01
10670,Mobile,West,2023-02-25,0,0,0,0,0,1,0,2023-02
10671,DSA,North,2023-08-20,0,0,0,0,0,1,0,2023-08
10672,Online,North,2023-02-21,0,1,0,0,0,1,0,2023-02
10673,DSA,Metro,2023-01-02,0,0,0,0,0,1,0,2023-01
10674,Branch,South,2023-10-16,0,0,0,1,0,1,0,2023-10
10675,Branch,North,2023-07-06,0,0,0,0,0,1,0,2023-07
10676,Branch,Metro,2023-08-25,0,0,0,0,0,1,0,2023-08
10677,DSA,South,2023-06-16,0,0,0,0,1,1,0,2023-06
10678,Branch,South,2023-02-24,0,1,0,0,0,1,0,2023-02
10679,Branch,West,2023-02-04,1,1,0,0,0,1,0,2023-02
10680,Branch,West,2023-10-14,0,0,0,0,0,1,0,2023-10
10681,Online,West,2023-06-08,0,0,0,0,0,1,0,2023-06
10682,DSA,East,2023-01-26,0,1,0,0,0,1,0,2023-01
10683,DSA,South,2023-08-24,1,0,0,0,0,0,0,2023-08
10684,Mobile,East,2023-08-12,0,0,0,0,0,1,0,2023-08
10685,DSA,West,2023-11-01,0,0,0,0,0,1,0,2023-11
10686,Online,Metro,2023-11-12,1,0,0,0,0,1,0,2023-11
10687,DSA,West,2023-08-29,1,0,0,0,0,1,0,2023-08
10688,Online,North,2023-11-02,0,0,0,0,0,1,0,2023-11
10689,Online,Metro,2023-05-02,1,0,0,0,0,1,0,2023-05
10690,DSA,Metro,2023-07-07,0,0,0,0,0,1,0,2023-07
10691,Mobile,South,2023-05-28,0,0,0,0,0,0,1,2023-05
10692,Branch,East,2023-06-24,0,0,0,0,0,0,0,2023-06
10693,Branch,North,2023-01-02,0,0,0,0,0,0,0,2023-01
10694,DSA,Metro,2023-08-19,1,0,0,0,0,0,0,2023-08
10695,DSA,East,2023-03-04,0,0,0,0,0,1,0,2023-03
10696,Online,East,2023-12-31,0,0,0,0,0,1,0,2023-12
10697,DSA,North,2023-07-24,0,0,0,0,0,0,0,2023-07
10698,Online,North,2023-11-03,0,0,0,0,0,1,0,2023-11
10699,Mobile,West,2023-03-11,1,0,0,0,0,1,0,2023-03
10700,DSA,West,2023-02-11,0,0,0,0,0,1,0,2023-02
10701,Branch,Metro,2023-09-21,0,0,0,0,0,1,0,2023-09
10702,Branch,Metro,2023-10-09,0,0,0,0,0,1,0,2023-10
10703,DSA,Metro,2023-03-15,0,0,0,0,0,0,0,2023-03
10704,Online,West,2023-07-03,0,0,0,0,0,0,0,2023-07
10705,Branch,Metro,2023-12-30,0,1,0,0,0,1,0,2023-12
10706,Online,Metro,2023-03-06,0,0,0,0,1,0,0,2023-03
10707,DSA,West,2023-11-18,0,0,0,0,0,1,0,2023-11
10708,DSA,West,2023-06-20,1,1,0,0,0,1,1,2023-06
